"scientific.name","common.name","observed.on","location","listing.status","latitude","longitude","url","preserve","polygonloc","iconic.taxon.name","groups","place.guess","positional.accuracy","user.login","user.id","captive.cultivated","image.url","license","count","checklist"
"Corema conradii","broom crowberry","2025-10-23","Acadia National Park, Southwest Harbor, ME, US",NA,44.235355,-68.3161916667,"https://www.inaturalist.org/observations/322692277","Kelley Farm Preserve","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pinus resinosa","red pine","2025-10-23","Southwest Harbor, ME 04679, USA",NA,44.235655,-68.316647,"https://www.inaturalist.org/observations/322633429","Kelley Farm Preserve","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum dulcamara","bittersweet nightshade","2025-10-12",NA,NA,44.4171676636,-68.3333816528,"https://www.inaturalist.org/observations/320457986","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor",12,"mdirich",3242417,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/579403816/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-14",NA,NA,44.4000477637,-68.3119965781,"https://www.inaturalist.org/observations/349949967","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",26,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638446066/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-14",NA,NA,44.4000477637,-68.3119965781,"https://www.inaturalist.org/observations/349949967","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",26,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638446066/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-14",NA,NA,44.4000477637,-68.3119965781,"https://www.inaturalist.org/observations/349949967","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",26,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638446066/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-14",NA,NA,44.4000477637,-68.3119965781,"https://www.inaturalist.org/observations/349949967","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",26,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638446066/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-14",NA,NA,44.4000477637,-68.3119965781,"https://www.inaturalist.org/observations/349949967","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",26,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638446066/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-14",NA,NA,44.4000477637,-68.3119965781,"https://www.inaturalist.org/observations/349949967","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",26,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638446066/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-14",NA,NA,44.4000477637,-68.3119965781,"https://www.inaturalist.org/observations/349949967","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",26,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638446066/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-14",NA,NA,44.4000477637,-68.3119965781,"https://www.inaturalist.org/observations/349949967","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",26,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638446066/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-14",NA,NA,44.4000477637,-68.3119965781,"https://www.inaturalist.org/observations/349949967","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",26,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638446066/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-15",NA,NA,44.4031337466,-68.3131120418,"https://www.inaturalist.org/observations/350195770","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",61,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638928438/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-15",NA,NA,44.4031337466,-68.3131120418,"https://www.inaturalist.org/observations/350195770","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",61,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638928438/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-15",NA,NA,44.4031337466,-68.3131120418,"https://www.inaturalist.org/observations/350195770","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",61,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638928438/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-15",NA,NA,44.4031337466,-68.3131120418,"https://www.inaturalist.org/observations/350195770","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",61,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638928438/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-15",NA,NA,44.4031337466,-68.3131120418,"https://www.inaturalist.org/observations/350195770","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",61,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638928438/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-15",NA,NA,44.4031337466,-68.3131120418,"https://www.inaturalist.org/observations/350195770","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",61,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638928438/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-15",NA,NA,44.4031337466,-68.3131120418,"https://www.inaturalist.org/observations/350195770","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",61,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638928438/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-15",NA,NA,44.4031337466,-68.3131120418,"https://www.inaturalist.org/observations/350195770","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",61,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638928438/medium.jpg","CC-BY-NC",NA,NA
"Tussilago farfara","colt's-foot","2026-04-15",NA,NA,44.4031337466,-68.3131120418,"https://www.inaturalist.org/observations/350195770","Kittredge Brook Forest Preserve","buffer","Plantae","Plants","Bar Harbor, ME, USA",61,"carol-in-maine",14060,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638928438/medium.jpg","CC-BY-NC",NA,NA
"Solanum dulcamara","bittersweet nightshade","2025-09-26",NA,NA,43.7733887,-70.1452233502,"https://www.inaturalist.org/observations/316795726","Lanes Island","buffer","Plantae","Plants","Cousins Island, Yarmouth, ME 04096, USA",1,"megaelim",288988,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/572385067/medium.jpg","CC-BY-NC",NA,NA
"Cornus rugosa","round-leaved dogwood","2025-09-26","Cousins Island, Yarmouth, ME 04096, USA",NA,43.7733905426,-70.1447358213,"https://www.inaturalist.org/observations/316795715","Lanes Island","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolboschoenus maritimus","sea clubrush","2025-09-26","Cousins Island, Yarmouth, ME 04096, USA",NA,43.7735549842,-70.1447823236,"https://www.inaturalist.org/observations/316795735","Lanes Island","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toxicodendron rydbergii","western poison ivy","2025-09-26","Tidewater Ln, Yarmouth, ME, US",NA,43.762871331,-70.1380655291,"https://www.inaturalist.org/observations/316982704","Lanes Island","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euonymus alatus","winged euonymus","2025-10-25",NA,NA,43.8099102276,-70.1624242174,"https://www.inaturalist.org/observations/323038067","Lanes Island","buffer","Plantae","Plants","US-1 S, Yarmouth, ME, US",3,"jodydf",2979610,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/584479142/medium.jpg","CC-BY-NC",NA,NA
"Lysimachia maritima","sea milkwort","2025-10-12","Perry",NA,44.9594802856,-67.0719604492,"https://www.inaturalist.org/observations/320385662","Lincoln Cove Preserve","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lysimachia maritima","sea milkwort","2025-10-12","Perry",NA,44.9594802856,-67.0719604492,"https://www.inaturalist.org/observations/320385662","Lincoln Cove Preserve","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lysimachia maritima","sea milkwort","2025-10-12","Perry",NA,44.9594802856,-67.0719604492,"https://www.inaturalist.org/observations/320385662","Lincoln Cove Preserve","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hylotelephium telephium","orpine","2025-10-23",NA,NA,44.960105896,-67.0669631958,"https://www.inaturalist.org/observations/322560100","Lincoln Cove Preserve","buffer","Plantae","Plants","Perry",3,"crystal-butler",4543109,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/583993083/medium.jpg","CC-BY-SA",NA,NA
"Hylotelephium telephium","orpine","2025-10-23",NA,NA,44.960105896,-67.0669631958,"https://www.inaturalist.org/observations/322560100","Lincoln Cove Preserve","buffer","Plantae","Plants","Perry",3,"crystal-butler",4543109,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/583993083/medium.jpg","CC-BY-SA",NA,NA
"Hylotelephium telephium","orpine","2025-10-23",NA,NA,44.960105896,-67.0669631958,"https://www.inaturalist.org/observations/322560100","Lincoln Cove Preserve","buffer","Plantae","Plants","Perry",3,"crystal-butler",4543109,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/583993083/medium.jpg","CC-BY-SA",NA,NA
"Cirsium vulgare","bull thistle","2025-10-23",NA,NA,44.1839604872,-68.3393249491,"https://www.inaturalist.org/observations/322667123","Little Black Island","buffer","Plantae","Plants","Frenchboro, ME, US",14,"therrick203",8166002,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/583755845/medium.jpg","CC-BY-NC",NA,NA
"Cirsium vulgare","bull thistle","2025-10-23",NA,NA,44.1840306153,-68.3392485924,"https://www.inaturalist.org/observations/322667075","Little Black Island","buffer","Plantae","Plants","Frenchboro, ME, US",3,"therrick203",8166002,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/583755760/medium.jpg","CC-BY-NC",NA,NA
"Euphorbia cyparissias","cypress spurge","2025-10-06",NA,NA,44.155708313,-68.6677856445,"https://www.inaturalist.org/observations/319154890","Little Camp Island","buffer","Plantae","Plants","Stonington",33,"bmace",828011,"false","https://static.inaturalist.org/photos/576892350/medium.jpg","",NA,NA
"Euphorbia cyparissias","cypress spurge","2025-10-06",NA,NA,44.155708313,-68.6677856445,"https://www.inaturalist.org/observations/319154890","Little Camp Island","buffer","Plantae","Plants","Stonington",33,"bmace",828011,"false","https://static.inaturalist.org/photos/576892350/medium.jpg","",NA,NA
"Euphorbia cyparissias","cypress spurge","2025-10-06",NA,NA,44.155708313,-68.6677856445,"https://www.inaturalist.org/observations/319154890","Little Camp Island","buffer","Plantae","Plants","Stonington",33,"bmace",828011,"false","https://static.inaturalist.org/photos/576892350/medium.jpg","",NA,NA
"Euphorbia cyparissias","cypress spurge","2025-10-06",NA,NA,44.155708313,-68.6677856445,"https://www.inaturalist.org/observations/319154890","Little Camp Island","buffer","Plantae","Plants","Stonington",33,"bmace",828011,"false","https://static.inaturalist.org/photos/576892350/medium.jpg","",NA,NA
"Euphorbia cyparissias","cypress spurge","2025-10-06",NA,NA,44.155708313,-68.6677856445,"https://www.inaturalist.org/observations/319154890","Little Camp Island","buffer","Plantae","Plants","Stonington",33,"bmace",828011,"false","https://static.inaturalist.org/photos/576892350/medium.jpg","",NA,NA
"Berberis thunbergii","japanese barberry","2025-11-09",NA,NA,43.7750439529,-69.8340307059,"https://www.inaturalist.org/observations/325778858","Malaga Island","buffer","Plantae","Plants","Pride Rock Way, Phippsburg, ME, US",20,"craigjb",8729864,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/589901986/medium.jpg","CC-BY-NC",NA,NA
"Berberis thunbergii","japanese barberry","2026-04-14",NA,NA,43.7688804327,-69.8437822662,"https://www.inaturalist.org/observations/349792876","Malaga Island","buffer","Plantae","Plants","Sagadahoc County, US-ME, US",16,"craigjb",8729864,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638139047/medium.jpg","CC-BY-NC",NA,NA
"Rosa multiflora","multiflora rose","2026-04-14",NA,NA,43.7651639996,-69.8455531137,"https://www.inaturalist.org/observations/349793946","Malaga Island","buffer","Plantae","Plants","Sebasco Rd, Phippsburg, ME, US",16,"craigjb",8729864,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638141473/medium.jpg","CC-BY-NC",NA,NA
"Corema conradii","broom crowberry","2026-04-14","Phippsburg, ME, US",NA,43.7745240408,-69.8411305833,"https://www.inaturalist.org/observations/349781317","Malaga Island","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spinulum annotinum","interrupted clubmoss","2026-04-14","Sagadahoc County, US-ME, US",NA,43.7696779999,-69.8427370777,"https://www.inaturalist.org/observations/349792765","Malaga Island","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berberis thunbergii","japanese barberry","2026-04-14",NA,NA,43.7688804327,-69.8437822662,"https://www.inaturalist.org/observations/349792876","Malaga Island","buffer","Plantae","Plants","Sagadahoc County, US-ME, US",16,"craigjb",8729864,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638139047/medium.jpg","CC-BY-NC",NA,NA
"Rosa multiflora","multiflora rose","2026-04-14",NA,NA,43.7651639996,-69.8455531137,"https://www.inaturalist.org/observations/349793946","Malaga Island","buffer","Plantae","Plants","Sebasco Rd, Phippsburg, ME, US",16,"craigjb",8729864,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638141473/medium.jpg","CC-BY-NC",NA,NA
"Corema conradii","broom crowberry","2026-04-14","Phippsburg, ME, US",NA,43.7745240408,-69.8411305833,"https://www.inaturalist.org/observations/349781317","Malaga Island","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spinulum annotinum","interrupted clubmoss","2026-04-14","Sagadahoc County, US-ME, US",NA,43.7696779999,-69.8427370777,"https://www.inaturalist.org/observations/349792765","Malaga Island","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berberis thunbergii","japanese barberry","2026-04-14",NA,NA,43.7688804327,-69.8437822662,"https://www.inaturalist.org/observations/349792876","Malaga Island","buffer","Plantae","Plants","Sagadahoc County, US-ME, US",16,"craigjb",8729864,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638139047/medium.jpg","CC-BY-NC",NA,NA
"Rosa multiflora","multiflora rose","2026-04-14",NA,NA,43.7651639996,-69.8455531137,"https://www.inaturalist.org/observations/349793946","Malaga Island","buffer","Plantae","Plants","Sebasco Rd, Phippsburg, ME, US",16,"craigjb",8729864,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/638141473/medium.jpg","CC-BY-NC",NA,NA
"Corema conradii","broom crowberry","2026-04-14","Phippsburg, ME, US",NA,43.7745240408,-69.8411305833,"https://www.inaturalist.org/observations/349781317","Malaga Island","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spinulum annotinum","interrupted clubmoss","2026-04-14","Sagadahoc County, US-ME, US",NA,43.7696779999,-69.8427370777,"https://www.inaturalist.org/observations/349792765","Malaga Island","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa rugosa","rugosa rose","2025-09-23",NA,NA,44.2291685748,-68.3123782431,"https://www.inaturalist.org/observations/316072908","Manset Fields","buffer","Plantae","Plants","Acadia National Park, Hancock County, US-ME, US",8,"farland_howell",7028089,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/571032997/medium.jpg","CC-BY-NC",NA,NA
"Corema conradii","broom crowberry","2025-09-23","Acadia National Park, Hancock County, US-ME, US",NA,44.231583065,-68.3151853048,"https://www.inaturalist.org/observations/316073278","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symplocarpus foetidus","eastern skunk cabbage","2025-09-23","Acadia National Park, Hancock County, US-ME, US",NA,44.2343598784,-68.3202394178,"https://www.inaturalist.org/observations/316071229","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichophorum cespitosum","tufted bulrush","2025-09-23","Acadia National Park, Hancock County, US-ME, US",NA,44.2348513766,-68.3206619823,"https://www.inaturalist.org/observations/316071620","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symplocarpus foetidus","eastern skunk cabbage","2025-10-09","Southwest Harbor, ME 04679, USA",NA,44.2421008997,-68.3037017997,"https://www.inaturalist.org/observations/319948242","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symplocarpus foetidus","eastern skunk cabbage","2025-10-09","Southwest Harbor, ME 04679, USA",NA,44.2420913997,-68.3037587,"https://www.inaturalist.org/observations/319942172","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rubus hispidus","swamp dewberry","2025-10-11","Acadia National Park, Hancock County, US-ME, US",NA,44.2294145074,-68.3134899255,"https://www.inaturalist.org/observations/320381547","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa rugosa","rugosa rose","2025-10-23",NA,NA,44.2296109722,-68.3129109722,"https://www.inaturalist.org/observations/322634257","Manset Fields","buffer","Plantae","Plants","Southwest Harbor, ME 04679, USA",NA,"coast_companion",256926,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/583689540/medium.jpg","CC-BY-NC",NA,NA
"Corema conradii","broom crowberry","2025-10-23","Acadia National Park, Southwest Harbor, ME, US",NA,44.235355,-68.3161916667,"https://www.inaturalist.org/observations/322692277","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pinus resinosa","red pine","2025-10-23","Southwest Harbor, ME 04679, USA",NA,44.235655,-68.316647,"https://www.inaturalist.org/observations/322633429","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cirsium vulgare","bull thistle","2025-11-11",NA,NA,44.2292759444,-68.3118294392,"https://www.inaturalist.org/observations/326177052","Manset Fields","buffer","Plantae","Plants","Wonderland Trail, Southwest Harbor, ME, US",3,"birdsongat",6925462,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/590701920/medium.jpg","CC-BY-NC",NA,NA
"Rosa rugosa","rugosa rose","2025-11-11",NA,NA,44.2292759444,-68.3118294392,"https://www.inaturalist.org/observations/326177068","Manset Fields","buffer","Plantae","Plants","Wonderland Trail, Southwest Harbor, ME, US",3,"birdsongat",6925462,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/590701952/medium.jpg","CC-BY-NC",NA,NA
"Symplocarpus foetidus","eastern skunk cabbage","2026-04-18","Seawall Rd, Southwest Harbor, ME, US",NA,44.23912,-68.30213,"https://www.inaturalist.org/observations/351016096","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symplocarpus foetidus","eastern skunk cabbage","2026-04-18","Seawall Rd, Southwest Harbor, ME, US",NA,44.23912,-68.30213,"https://www.inaturalist.org/observations/351016096","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Symplocarpus foetidus","eastern skunk cabbage","2026-04-18","Seawall Rd, Southwest Harbor, ME, US",NA,44.23912,-68.30213,"https://www.inaturalist.org/observations/351016096","Manset Fields","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa rugosa","rugosa rose","2025-09-22",NA,NA,44.2458233798,-68.3725558339,"https://www.inaturalist.org/observations/315776519","Mitchell Marsh Preserve","buffer","Plantae","Plants","Mount Desert Island, Bernard, ME, US",159,"farland_howell",7028089,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/570479699/medium.jpg","CC-BY-NC",NA,NA
"Spergularia canadensis","canada sand-spurry","2025-09-22","Mount Desert Island, Bernard, ME, US",NA,44.2450355343,-68.3715212795,"https://www.inaturalist.org/observations/315788534","Mitchell Marsh Preserve","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum dulcamara","bittersweet nightshade","2025-09-24",NA,NA,44.2462779023,-68.3731919051,"https://www.inaturalist.org/observations/316264290","Mitchell Marsh Preserve","buffer","Plantae","Plants","Mount Desert Island, Bernard, ME, US",4,"farland_howell",7028089,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/571396720/medium.jpg","CC-BY-NC",NA,NA
"Teucrium canadense","american germander","2025-09-25","Mount Desert Island, Bernard, ME, US",NA,44.2453214368,-68.3723845917,"https://www.inaturalist.org/observations/316495025","Mitchell Marsh Preserve","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solanum dulcamara","bittersweet nightshade","2025-09-26",NA,NA,44.2456403421,-68.3724221742,"https://www.inaturalist.org/observations/316710379","Mitchell Marsh Preserve","buffer","Plantae","Plants","Mount Desert Island, Bernard, ME, US",15,"farland_howell",7028089,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/572240357/medium.jpg","CC-BY-NC",NA,NA
"Rubus hispidus","swamp dewberry","2025-09-26","Mamie's Way, Bass Harbor, ME, US",NA,44.2468609068,-68.3416466776,"https://www.inaturalist.org/observations/316826979","Mitchell Marsh Preserve","buffer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rosa rugosa","rugosa rose","2025-10-02",NA,NA,44.221955,-68.3373416667,"https://www.inaturalist.org/observations/318295924","Mitchell Marsh Preserve","buffer","Plantae","Plants","Mount Desert Island, Southwest Harbor, ME, US",159,"ap90",615449,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/575244216/medium.jpg","CC-BY-NC",NA,NA
"Rosa rugosa","rugosa rose","2025-10-02",NA,NA,44.221955,-68.3373416667,"https://www.inaturalist.org/observations/318295924","Mitchell Marsh Preserve","buffer","Plantae","Plants","Mount Desert Island, Southwest Harbor, ME, US",159,"ap90",615449,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/575244216/medium.jpg","CC-BY-NC",NA,NA
"Rosa rugosa","rugosa rose","2025-10-02",NA,NA,44.221955,-68.3373416667,"https://www.inaturalist.org/observations/318295924","Mitchell Marsh Preserve","buffer","Plantae","Plants","Mount Desert Island, Southwest Harbor, ME, US",159,"ap90",615449,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/575244216/medium.jpg","CC-BY-NC",NA,NA
"Rosa rugosa","rugosa rose","2025-10-02",NA,NA,44.221955,-68.3373416667,"https://www.inaturalist.org/observations/318295924","Mitchell Marsh Preserve","buffer","Plantae","Plants","Mount Desert Island, Southwest Harbor, ME, US",159,"ap90",615449,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/575244216/medium.jpg","CC-BY-NC",NA,NA
"Rosa rugosa","rugosa rose","2025-10-05",NA,NA,44.221987451,-68.3373856463,"https://www.inaturalist.org/observations/319177566","Mitchell Marsh Preserve","buffer","Plantae","Plants","Lighthouse Rd, Southwest Harbor, ME, US",5,"captainjoan",1667365,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/576933537/medium.jpg","CC-BY-NC",NA,NA
"Rosa rugosa","rugosa rose","2025-10-05",NA,NA,44.221987451,-68.3373856463,"https://www.inaturalist.org/observations/319177566","Mitchell Marsh Preserve","buffer","Plantae","Plants","Lighthouse Rd, Southwest Harbor, ME, US",5,"captainjoan",1667365,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/576933537/medium.jpg","CC-BY-NC",NA,NA
"Rosa rugosa","rugosa rose","2025-10-05",NA,NA,44.221987451,-68.3373856463,"https://www.inaturalist.org/observations/319177566","Mitchell Marsh Preserve","buffer","Plantae","Plants","Lighthouse Rd, Southwest Harbor, ME, US",5,"captainjoan",1667365,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/576933537/medium.jpg","CC-BY-NC",NA,NA
"Rosa rugosa","rugosa rose","2025-10-05",NA,NA,44.221987451,-68.3373856463,"https://www.inaturalist.org/observations/319177566","Mitchell Marsh Preserve","buffer","Plantae","Plants","Lighthouse Rd, Southwest Harbor, ME, US",5,"captainjoan",1667365,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/576933537/medium.jpg","CC-BY-NC",NA,NA
"Reynoutria japonica","japanese knotweed","2025-10-09",NA,NA,44.2268358997,-68.3375125,"https://www.inaturalist.org/observations/319942541","Mitchell Marsh Preserve","buffer","Plantae","Plants","Bass Harbor, ME 04653, USA",NA,"joseph92",300627,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/578403223/medium.jpg","CC-BY",NA,NA
"Lupinus polyphyllus","large-leaved lupine","2025-10-09",NA,NA,44.2277692997,-68.3375163997,"https://www.inaturalist.org/observations/319836481","Mitchell Marsh Preserve","buffer","Plantae","Plants","Bass Harbor, ME 04653, USA",NA,"joseph92",300627,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/578196935/medium.jpg","CC-BY",NA,NA
"Solanum dulcamara","bittersweet nightshade","2025-10-02",NA,NA,44.0905305,-69.0466833333,"https://www.inaturalist.org/observations/318242106","Monroe Island","buffer","Plantae","Plants","Knox County, US-ME, US",4,"jeffbrown-dfw",6524561,"false","https://static.inaturalist.org/photos/575144139/medium.jpg","",NA,NA
"Impatiens glandulifera","himalayan balsam","2025-10-02",NA,NA,44.090575,-69.0466,"https://www.inaturalist.org/observations/318295309","Monroe Island","buffer","Plantae","Plants","Lighthouse Rd, Owls Head, ME, US",30,"ap90",615449,"false","https://inaturalist-open-data.s3.amazonaws.com/photos/575243102/medium.jpg","CC-BY-NC",NA,NA
"Impatiens glandulifera","himalayan balsam","2025-10-02",NA,NA,44.0905195,-69.0466695,"https://www.inaturalist.org/observations/318242063","Monroe Island","buffer","Plantae","Plants","Knox County, US-ME, US",2,"jeffbrown-dfw",6524561,"false","https://static.inaturalist.org/photos/575142880/medium.jpg","",NA,NA
"Rosa rugosa","rugosa rose","2025-10-02",NA,NA,44.0919278807,-69.0442822414,"https://www.inaturalist.org/observations/318220372","Monroe Island","buffer","Plantae","Plants","Lighthouse Rd, Owls Head, ME, US",150,"jeffbrown-dfw",6524561,"false","https://static.inaturalist.org/photos/575142706/medium.jpg","",NA,NA
"Solanum dulcamara","bittersweet nightshade","2025-10-02",NA,NA,44.0905305,-69.0466833333,"https://www.inaturalist.org/observations/318242106","Monroe Island","buffer","Plantae","Plants","Knox County, US-ME, US",4,"jeffbrown-dfw",6524561,"false","https://static.inaturalist.org/photos/575144139/medium.jpg","",NA,NA
